id,question,answer,explanation,explanation_summary,explanation_correct,explanation_opposite,explanation_point,category,tags,source,note
ichi-0216,双極性障害Ⅰ型はⅡ型に比べ、躁症状が軽度である。,×,双極性障害は躁状態と抑うつ状態が交互に出現。躁状態の特徴は気分高揚・睡眠減少・活動亢進等。治療は気分安定薬が中心。Ⅰ型は典型的な躁状態、Ⅱ型は軽躁状態。,,,,,基礎・役割,第2章 / メンタルヘルス不調とは何か,ストレスおよびメンタルヘルスに関する基礎知識,
ichi-0217,幻覚・妄想などの陽性症状と、感情の平板化・意欲低下などの陰性症状がある。,○,統合失調症は適切な治療・支援により就労を含む社会参加が可能。「完治不可能・就労不可」は誤り。陽性・陰性症状の理解と早期介入が重要。,,,,,基礎・役割,第2章 / メンタルヘルス不調とは何か,ストレスおよびメンタルヘルスに関する基礎知識,
ichi-0218,抗精神病薬による薬物療法が治療の中心となる。,○,統合失調症は適切な治療・支援により就労を含む社会参加が可能。「完治不可能・就労不可」は誤り。陽性・陰性症状の理解と早期介入が重要。,,,,,基礎・役割,第2章 / メンタルヘルス不調とは何か,ストレスおよびメンタルヘルスに関する基礎知識,
ichi-0219,統合失調症は完治が不可能であり、就労は一切できない。,×,統合失調症は適切な治療・支援により就労を含む社会参加が可能。「完治不可能・就労不可」は誤り。陽性・陰性症状の理解と早期介入が重要。,,,,,基礎・役割,第2章 / メンタルヘルス不調とは何か,ストレスおよびメンタルヘルスに関する基礎知識,
ichi-0220,早期発見・早期治療により、社会復帰の可能性が高まる。,○,統合失調症は適切な治療・支援により就労を含む社会参加が可能。「完治不可能・就労不可」は誤り。陽性・陰性症状の理解と早期介入が重要。,,,,,基礎・役割,第2章 / メンタルヘルス不調とは何か,ストレスおよびメンタルヘルスに関する基礎知識,
ichi-0221,仕事への努力と得られる報酬（金銭・地位・尊重）のバランスが崩れた状態がストレスを生むとするモデルである。,○,Siegristの努力−報酬不均衡モデルは、高努力・低報酬の不均衡がストレス源となるとする。過剰コミットメントも健康リスク要因として組み込まれている。,,,,,基礎・役割,第2章 / 産業ストレス,ストレスおよびメンタルヘルスに関する基礎知識,
ichi-0222,報酬が高ければ、どれだけ努力が大きくてもストレスは発生しない。,×,Siegristの努力−報酬不均衡モデルは、高努力・低報酬の不均衡がストレス源となるとする。過剰コミットメントも健康リスク要因として組み込まれている。,,,,,基礎・役割,第2章 / 産業ストレス,ストレスおよびメンタルヘルスに関する基礎知識,
ichi-0223,このモデルでは過剰コミットメント（仕事への過度なのめり込み）は考慮されない。,×,Siegristの努力−報酬不均衡モデルは、高努力・低報酬の不均衡がストレス源となるとする。過剰コミットメントも健康リスク要因として組み込まれている。,,,,,基礎・役割,第2章 / 産業ストレス,ストレスおよびメンタルヘルスに関する基礎知識,
ichi-0224,努力−報酬不均衡モデルはNIOSHが開発したものである。,×,Siegristの努力−報酬不均衡モデルは、高努力・低報酬の不均衡がストレス源となるとする。過剰コミットメントも健康リスク要因として組み込まれている。,,,,,基礎・役割,第2章 / 産業ストレス,ストレスおよびメンタルヘルスに関する基礎知識,
ichi-0225,照明・騒音・温度などの物理的作業環境はメンタルヘルスに影響しない。,×,物理的環境（騒音・照明等）、単調作業・過重作業、交替勤務・夜勤、テレワークによる孤立感も現代的なストレス要因として重要。,,,,,職場環境・配慮,第3章 / ストレスを生む職場環境の要因,職場環境等の評価および改善の方法,
ichi-0226,単調反復作業や過度な作業ペースはストレス要因となりうる。,○,物理的環境（騒音・照明等）、単調作業・過重作業、交替勤務・夜勤、テレワークによる孤立感も現代的なストレス要因として重要。,,,,,職場環境・配慮,第3章 / ストレスを生む職場環境の要因,職場環境等の評価および改善の方法,
ichi-0227,テレワークによる孤立感はストレス要因にはならない。,×,物理的環境（騒音・照明等）、単調作業・過重作業、交替勤務・夜勤、テレワークによる孤立感も現代的なストレス要因として重要。,,,,,職場環境・配慮,第3章 / ストレスを生む職場環境の要因,職場環境等の評価および改善の方法,
ichi-0228,交替勤務は身体的負担はあるが、精神的ストレスには影響しない。,×,物理的環境（騒音・照明等）、単調作業・過重作業、交替勤務・夜勤、テレワークによる孤立感も現代的なストレス要因として重要。,,,,,職場環境・配慮,第3章 / ストレスを生む職場環境の要因,職場環境等の評価および改善の方法,
ichi-0229,職業性ストレス簡易調査票は個人のストレス診断専用であり、集団での使用はできない。,×,メンタルヘルスアクションチェックリスト（職場環境改善のためのヒント集）は管理監督者が職場の改善点を洗い出すためのツール。量−コントロール判定図は集団分析に使用。,,,,,職場環境・配慮,第3章 / ストレスの評価方法,職場環境等の評価および改善の方法,
ichi-0230,メンタルヘルスアクションチェックリストは、職場環境改善の手がかりを得るためのツールである。,○,メンタルヘルスアクションチェックリスト（職場環境改善のためのヒント集）は管理監督者が職場の改善点を洗い出すためのツール。量−コントロール判定図は集団分析に使用。,,,,,職場環境・配慮,第3章 / ストレスの評価方法,職場環境等の評価および改善の方法,
ichi-0231,量−コントロール判定図は、個人の業務適性を判定するためのツールである。,×,メンタルヘルスアクションチェックリスト（職場環境改善のためのヒント集）は管理監督者が職場の改善点を洗い出すためのツール。量−コントロール判定図は集団分析に使用。,,,,,職場環境・配慮,第3章 / ストレスの評価方法,職場環境等の評価および改善の方法,
